x,Phi_Newton,Phi_GR,Difference,Relative_Error_Percent
1.01,-0.49504950495049505,-0.4502481404895005,0.04480136446099453,9.950371902099898
1.0106969883554446,-0.49470811307509177,-0.44856126496059495,0.04614684811449682,10.287747007881011
1.0113944576938276,-0.4943669566274818,-0.4469290881342793,0.04743786849320253,10.614182373144144
1.0120924083470693,-0.4940260354453116,-0.44534670844913177,0.04867932699617983,10.930658310173648
1.0127908406473187,-0.4936853493663393,-0.44380991798519637,0.04987543138114292,11.238016402960728
1.0134897549269546,-0.4933448982284351,-0.44231507228241973,0.05102982594601535,11.536985543516053
1.0141891515185848,-0.4930046818695808,-0.4408589899882526,0.05214569188132817,11.828202002349474
1.014889030755047,-0.49266470012787006,-0.43943887438244755,0.053225825745422506,12.112225123510488
1.0155893929694084,-0.49232495284150823,-0.4380522512172889,0.05427270162421932,12.389549756542218
1.0162902384949657,-0.49198543984881227,-0.43669691890915685,0.05528852093965542,12.66061621816863
1.016991567665246,-0.49164616098821046,-0.4353709082077214,0.05627525278048906,12.925818358455722
1.0176933808140065,-0.4913071160982425,-0.43407244922736216,0.05723466687088036,13.185510154527568
1.0183956782752348,-0.4909683050175596,-0.43279994426177765,0.05816836075578197,13.440011147644471
1.0190984603831488,-0.49062972758492424,-0.4315519451880634,0.059077782396860845,13.689610962387318
1.0198017274721969,-0.49029138363921004,-0.43032713454726457,0.059964249091945476,13.934573090547083
1.020505479877059,-0.4899532730194015,-0.4291243095956078,0.06082896342379368,14.175138080878435
1.021209717932645,-0.4896153955645946,-0.4279423687753844,0.06167302678921022,14.411526244923124
1.0219144419740964,-0.48927775111399596,-0.4267803001713199,0.06249745094267606,14.643939965736019
1.0226196523367863,-0.4889403395069231,-0.4256371716074594,0.06330316789946372,14.87256567850812
1.0233253493563186,-0.4886031605828047,-0.4245121221082639,0.06409103847454078,15.097575578347222
1.0240315333685293,-0.48826621418117955,-0.42340435450098857,0.06486185968019098,15.31912909980229
1.0247382047094857,-0.4879295001416976,-0.42231312897824247,0.06561637116345514,15.537374204351503
1.0254453637154877,-0.4875930183041193,-0.42123775747262926,0.06635526083149001,15.75244850547415
1.0261530107230663,-0.4872567685083154,-0.42017759872164767,0.06707916978666773,15.964480255670466
1.0268611460689856,-0.48692075059426726,-0.4191320539220491,0.06778869667221815,16.17358921559018
1.0275697700902418,-0.48658496440206656,-0.4181005628898054,0.06848440151226115,16.37988742203892
